,TIC,Sector,Camera,ccd,colpix,rowpix
181,123125418,26,2,4,1283.529048435058,1057.8763489997043
182,123129833,14,2,3,1228.7930941646991,1804.3999707191017
183,123129833,26,2,4,1175.0234401298176,1892.1826507525063
184,123130516,14,2,3,1162.9910761877038,1681.89466801382
185,123130516,26,2,4,1194.5154624245063,1754.5338643089958
186,123198862,14,2,3,858.1608737468854,1134.5788862206803
187,123198862,26,2,4,1274.6314950733708,1136.6026897044103
188,123198904,14,2,3,853.1862610054482,1129.0078367370609
189,123198904,26,2,4,1273.9359153424102,1129.3070729674703
190,123199150,14,2,3,839.8081439525037,1088.571449569374
191,123199150,26,2,4,1287.4506747137784,1088.9155388866227
192,123125197,14,2,3,798.6943497133924,1034.542867981631
193,123125197,26,2,4,1286.5709159722228,1022.195460418902
194,123125311,14,2,3,809.2347225096137,1051.06966395962
195,123125311,26,2,4,1285.1741262153714,1041.4747953192714
196,123125757,14,2,3,846.7743397539922,1123.4896773478438
197,123125757,26,2,4,1272.0361707614475,1121.262662769061
198,123125655,14,2,3,838.7097729890063,1104.3395447445216
199,123125655,26,2,4,1277.0239919348437,1101.1827478411992
200,123199543,14,2,3,803.8396626703533,1027.8344723087403
201,123199543,26,2,4,1294.8262270864395,1019.5414617117818
202,123198263,14,2,3,913.9644375760662,1225.2890981794005
203,123198263,26,2,4,1265.4446867520546,1241.5768651579351
204,123199635,14,2,3,796.2932868973725,1010.9070600790594
205,123199635,26,2,4,1298.911716735896,1001.5794329353914
206,123126125,14,2,3,880.7354646079026,1187.3627240358958
207,123126125,26,2,4,1261.192133757968,1192.1754289078024
208,123129316,14,2,3,1179.7986160255969,1733.338672999143
209,123129316,26,2,4,1177.440240580265,1806.089091176705
210,123129846,14,2,3,1228.058597211499,1801.149728400764
211,123129846,26,2,4,1176.3681309731455,1889.1109879162727
212,123198246,14,2,3,926.0191620117724,1222.1642508631082
213,123198246,26,2,4,1277.1858988285287,1245.7328970336487
214,123198971,14,2,3,856.8763418613447,1114.3997578260542
215,123198971,26,2,4,1285.775439458034,1119.4196516085851
216,123199099,14,2,3,846.9006203422396,1093.0424056467318
217,123199099,26,2,4,1290.5392162698874,1096.4761646840138
218,123199533,14,2,3,817.5307540029844,1022.3404130264304
219,123199533,26,2,4,1309.3295843046283,1022.5696306513127
220,123198503,14,2,3,900.2264737491884,1182.6737482207204
221,123198503,26,2,4,1279.94447087046,1199.1587859856581
222,123198549,14,2,3,896.34062465661,1173.49695281138
223,123198549,26,2,4,1282.3113411326374,1189.5106951498062
224,123205663,14,2,3,1193.487267854005,1713.4125079035198
225,123205663,26,2,4,1200.6123031188995,1797.7129216314434
226,123198624,14,2,3,885.9123213832635,1164.7375432161728
227,123198624,26,2,4,1279.0798254221947,1176.5781718518608
228,123198657,14,2,3,887.7065865358782,1157.1118800451554
229,123198657,26,2,4,1285.1532951906227,1171.3464021478987
230,123198703,14,2,3,876.5766010279268,1151.983626491307
231,123198703,26,2,4,1279.1567359393773,1160.9957458837016
232,123199299,14,2,3,830.5009235155617,1062.0948534674258
233,123199299,26,2,4,1295.8628927355585,1062.1700160543655
234,123198423,14,2,3,909.0075084090497,1191.3579621480435
235,123198423,26,2,4,1281.8782056533896,1211.1238448520733
236,123199213,14,2,3,843.0005308064431,1072.156332270574
237,123199213,26,2,4,1299.985974318294,1077.2697167967708
238,123199257,14,2,3,834.6921470452337,1071.2347526733915
239,123199257,26,2,4,1293.7569045508997,1071.9410381572775
240,123198036,14,2,3,941.4666745312105,1254.5274393376224
241,123198036,26,2,4,1270.2849857369195,1280.7576468657148
242,123198774,14,2,3,877.8178108262059,1138.7504876243322
243,123198774,26,2,4,1288.1671867810048,1150.8783413918345
244,123199523,14,2,3,814.7383197618295,1025.9700231811094
245,123199523,26,2,4,1304.8513699186315,1024.0011958347493
246,123198867,14,2,3,873.8725820666011,1125.6912227255611
247,123198867,26,2,4,1292.8369919017264,1138.031719928212
248,123198885,14,2,3,866.7001835723407,1126.5364146775626
249,123198885,26,2,4,1286.464707581034,1134.756509472884
250,123199277,14,2,3,836.2568689881305,1066.316533037288
251,123199277,26,2,4,1298.0099299729914,1068.7860883945139
252,123198065,14,2,3,930.8915485380578,1253.9094449445088
253,123198065,26,2,4,1262.0110329666156,1274.358014469498
254,123205745,14,2,3,1201.6372365409193,1728.004401371897
255,123205745,26,2,4,1198.544379928275,1814.289689853131
256,123199016,14,2,3,852.9965476247311,1106.4071760887016
257,123199016,26,2,4,1287.437900282575,1110.7519425206378
258,123201214,14,2,3,812.0349538744211,994.2099961908297
259,123201214,26,2,4,1321.8789579864667,996.5702002191256
260,123202019,14,2,3,878.5916046579772,1119.2060579588413
261,123202019,26,2,4,1300.617206034047,1135.3446894710603
262,123205848,14,2,3,1217.4636100102189,1741.548501171403
263,123205848,26,2,4,1203.4086338686104,1834.4342291053813
264,123201728,14,2,3,851.1109312321486,1071.8902579216974
265,123201728,26,2,4,1306.7754116127478,1081.5217109945304
266,123201471,14,2,3,829.2791995131046,1035.4038850571944
267,123201471,26,2,4,1311.0186891659985,1039.6966919007139
268,123205426,14,2,3,1178.9906012078131,1672.3564148999212
269,123205426,26,2,4,1213.362373482424,1755.925506494573
270,123201367,14,2,3,821.4119058568025,1016.6875359045556
271,123201367,26,2,4,1315.9241745184042,1020.0825619320142
272,123201480,14,2,3,831.1120160475848,1036.7802027976277
273,123201480,26,2,4,1311.6831717557939,1041.828801270967
274,47879738,14,2,3,1251.3760770405938,1813.6301731223712
275,47879738,26,2,4,1188.0261959931197,1912.7469612909997
276,123202412,14,2,3,913.888347117451,1179.6131773700179
277,123202412,26,2,4,1292.9672770317188,1204.2438605387238
278,123206078,14,2,3,1235.2511629542091,1787.3869056303292
279,123206078,26,2,4,1190.518686521594,1882.0474760818367
280,123201184,14,2,3,807.6204076776977,989.0297168779255
281,123201184,26,2,4,1321.4105137804213,989.9167715312125
282,123201955,14,2,3,870.3546004701174,1108.8477455937982
283,123201955,26,2,4,1300.1470055944287,1122.3306384553741
284,123202090,14,2,3,880.4524858677906,1130.9860778943073
285,123202090,26,2,4,1295.0148430310567,1145.9955312484
286,123202182,14,2,3,889.4695868111551,1145.7892310423013
287,123202182,26,2,4,1293.4381908713085,1163.0770039620302
288,123205835,14,2,3,1212.4980817954654,1740.4406507534077
289,123205835,26,2,4,1199.9967887109556,1830.673217963104
290,123205970,14,2,3,1223.389459585286,1766.653749173711
291,123205970,26,2,4,1193.2136000768667,1858.3103150625661
292,123206091,14,2,3,1236.2202669086187,1789.5221556258716
293,123206091,26,2,4,1190.0341085746238,1884.346840747369
294,47937480,14,2,3,1266.9760961310517,1809.0297941953736
295,47937480,26,2,4,1203.6029724883526,1918.018717585992
296,123206180,14,2,3,1258.2858755431155,1801.7091860297965
297,123206180,26,2,4,1200.85075814052,1907.0252861811307
298,123231263,14,2,3,856.5801995568764,1047.197211422358
299,123231263,26,2,4,1326.2024579707117,1064.3584677995782
300,123230837,14,2,3,896.1922944468344,1113.9192618384861
301,123230837,26,2,4,1318.220598827895,1140.7632991379262
302,123231368,14,2,3,850.8705346019267,1032.722577016561
303,123231368,26,2,4,1330.301160487966,1049.3831279226652
304,123231861,14,2,3,814.4402284811995,964.6341898755035
305,123231861,26,2,4,1341.779357945787,973.7139462575215
306,123201152,14,2,3,817.0818414187427,980.0067705249971
307,123201152,26,2,4,1334.6155421396916,987.729212484494
308,123202754,14,2,3,949.2093549831183,1229.6573726697948
309,123202754,26,2,4,1291.6396262968753,1264.768345350057
310,123205975,14,2,3,1234.0785314249154,1761.6828647944228
311,123205975,26,2,4,1204.9729025818367,1860.42000848416
312,123206087,14,2,3,1247.366872053307,1783.3204101396682
313,123206087,26,2,4,1202.9085484756247,1885.7265277602646
314,123227358,14,2,3,1186.8405643144317,1659.0828891768476
315,123227358,26,2,4,1227.7818968679373,1749.6002077289588
316,123201802,14,2,3,871.9234991383506,1077.748803926741
317,123201802,26,2,4,1320.2531913896116,1097.7889559460823
318,47937360,14,2,3,1280.41976518521,1828.384720693127
319,47937360,26,2,4,1203.0476785478468,1941.5803754082456
320,123205632,14,2,3,1207.346313571137,1699.8755169832887
321,123205632,26,2,4,1220.1177175971752,1794.637596957536
322,123201964,14,2,3,879.0279753108781,1106.4676080805548
323,123201964,26,2,4,1308.6810699617542,1125.1798694003453
324,123206397,14,2,3,1241.4598298236244,1760.4759953357461
325,123206397,26,2,4,1211.7626134114848,1863.6927625092114
326,123201469,14,2,3,837.9776907132606,1029.6412432050727
327,123201469,26,2,4,1321.620134369661,1039.7710589080411
328,123201926,14,2,3,877.4165606917886,1098.509760480953
329,123201926,26,2,4,1312.1788514147734,1117.7874811292654
330,123202303,14,2,3,911.9232600002672,1156.6691824869606
331,123202303,26,2,4,1305.2317917970713,1184.4116352796045
332,123202964,14,2,3,971.1208960292356,1261.5182102982465
333,123202964,26,2,4,1290.3409298143647,1303.0190693199602
334,123231528,14,2,3,836.5667356166678,1011.8390918510256
335,123231528,26,2,4,1331.254535589315,1024.4455981577075
336,123201200,14,2,3,820.85644202832,986.0783817268676
337,123201200,26,2,4,1334.0210083695113,994.7624470709255
338,123201442,14,2,3,839.7450387033812,1023.3757363422438
339,123201442,26,2,4,1326.8622483314352,1035.6224164369462
340,123201971,14,2,3,882.4656126108054,1106.064442090187
341,123201971,26,2,4,1311.7380004171887,1126.7509900555576
342,123202555,14,2,3,934.1818386327344,1198.228004407462
343,123202555,26,2,4,1298.3275091379867,1230.728305174386
344,123205328,14,2,3,1178.1776344347327,1650.3800707082057
345,123205328,26,2,4,1225.8973281400845,1737.538569787207
346,123205670,14,2,3,1209.6082233239513,1706.4672943438443
347,123205670,26,2,4,1218.0167992925237,1801.3130031944715
348,123227444,14,2,3,1180.4803037104007,1644.4541017119789
349,123227444,26,2,4,1231.3503529056718,1734.0237856289161
350,123227463,14,2,3,1180.618183488329,1640.1282497512148
351,123227463,26,2,4,1234.0642871035902,1730.5739780367912
352,123227229,14,2,3,1209.4179001736327,1673.0189798826252
353,123227229,26,2,4,1237.9601516836105,1773.9208930061047
354,123230465,14,2,3,926.2893409807442,1164.781420545117
355,123230465,26,2,4,1312.0904513089545,1199.0153384954806
356,123230917,14,2,3,899.8418375277809,1097.5586716475152
357,123230917,26,2,4,1331.1191526782961,1129.4107335484093
358,123206437,14,2,3,1242.9028474001611,1751.3908996989558
359,123206437,26,2,4,1218.4032201162092,1857.1166747907052
360,123206572,14,2,3,1231.8538596105725,1724.8888408829644
361,123206572,26,2,4,1225.2353456352453,1829.135065187103
362,123231913,14,2,3,813.6850987921191,952.8774413678321
363,123231913,26,2,4,1348.296025996345,963.6872219142574
364,123206579,14,2,3,1233.7159977149706,1723.1068677847943
365,123206579,26,2,4,1227.837262305032,1828.7539444723188
366,123227473,14,2,3,1182.9220168263364,1636.9481256965287
367,123227473,26,2,4,1237.8694328477468,1729.2988885216164
368,123229912,14,2,3,974.016626335426,1245.3324532410113
369,123229912,26,2,4,1302.495019661439,1291.415613678967
370,123230990,14,2,3,890.0711402128078,1087.4097394848227
371,123230990,26,2,4,1329.261918769132,1115.7103104622418
372,47937459,14,2,3,1279.5907230914365,1806.4019058426632
373,47937459,26,2,4,1215.5558224663246,1923.1763892127874
374,123206264,14,2,3,1262.9569262149853,1782.570036250959
375,123206264,26,2,4,1216.1761623614555,1894.1205776671866
376,123206795,14,2,3,1216.3762979506434,1687.0367025611229
377,123206795,26,2,4,1235.2548135775526,1789.354310191264
378,123227497,14,2,3,1178.337958164785,1633.1006945065383
379,123227497,26,2,4,1236.416470206091,1723.535476494357
380,123230258,14,2,3,945.1786040901918,1194.3092698422183
381,123230258,26,2,4,1309.7065321855966,1233.6468324945579
382,123227316,14,2,3,1201.2801072497252,1659.5082164954486
383,123227316,26,2,4,1239.3928157521907,1758.2271734910942
384,123229796,14,2,3,987.3341657209104,1261.9608919180332
385,123229796,26,2,4,1303.3654523391676,1312.4449731895943
386,123231818,14,2,3,828.6539418892919,966.2625907671124
387,123231818,26,2,4,1352.4254176100044,982.8369719093344
388,123229812,14,2,3,986.5979690057396,1258.7838516547247
389,123229812,26,2,4,1304.682007974589,1309.4375122840952
390,123230273,14,2,3,947.3701661235107,1190.0705958942444
391,123230273,26,2,4,1314.0672085186511,1231.4032380217195
392,123206318,14,2,3,1258.0552794433383,1771.0293568420702
393,123206318,26,2,4,1219.0728893887951,1881.8771691221202
394,123206319,14,2,3,1255.0871985009178,1772.0731236595493
395,123206319,26,2,4,1216.004981555012,1881.014237816576
396,123206496,14,2,3,1242.414399011646,1738.4355117869688
397,123206496,26,2,4,1225.7824696812777,1846.2688860281266
398,123229805,14,2,3,982.1439429410615,1262.654261790169
399,123229805,26,2,4,1298.689836406051,1310.1087172742407
400,123229906,14,2,3,977.2298540480483,1243.9935467017463
401,123229906,26,2,4,1305.9394347434234,1292.1167314751424
402,123230521,14,2,3,931.1850718556165,1153.6836905544774
403,123230521,26,2,4,1322.8196537962779,1192.6653232864223
404,123231021,14,2,3,887.6714702279398,1083.0896706636438
405,123231021,26,2,4,1329.9134113648838,1110.8524966910954
406,123231138,14,2,3,880.8790177909049,1059.5901794284318
407,123231138,26,2,4,1338.5903610776118,1087.8891489485316
408,123230687,14,2,3,911.3003415283846,1134.2310986472764
409,123230687,26,2,4,1318.2990932718706,1165.7320566035314
410,123230877,14,2,3,903.1169846511835,1102.310045440267
411,123230877,26,2,4,1330.9247026816367,1135.1075574773736
412,123231793,14,2,3,828.958735203619,969.6136425607007
413,123231793,26,2,4,1350.6408811388842,985.7447237781332
414,123232057,14,2,3,811.5768730540789,927.1097678425442
415,123232057,26,2,4,1362.2173185246197,941.4583138061457
416,123234496,14,2,3,943.3026045642072,1161.0263937108691
417,123234496,26,2,4,1328.3114519539515,1205.401467834406
418,123309748,14,2,3,1266.642701778189,1757.1521686036174
419,123309748,26,2,4,1234.4760571860343,1875.5176964307157
420,47937671,14,2,3,1297.7930814664167,1811.3733106187008
421,47937671,26,2,4,1227.557839274488,1937.7752757238818
422,123230254,14,2,3,954.9810036661088,1190.2912397606515
423,123230254,26,2,4,1320.1750169160885,1235.8213421445898
424,123233596,14,2,3,872.9156486814418,1022.4113867407369
425,123233596,26,2,4,1354.6141042641964,1053.0928578508297
426,123234635,14,2,3,959.1498079110019,1178.7412693077656
427,123234635,26,2,4,1330.587745161095,1228.7016275947512
428,123309483,14,2,3,1241.78795339865,1707.9447094721545
429,123309483,26,2,4,1243.5927551498303,1821.032590670449
430,123309722,14,2,3,1265.8405864500141,1751.6051460229191
431,123309722,26,2,4,1237.1491769697893,1870.5287581872672
432,123232884,14,2,3,820.303306795255,919.3173401534984
433,123232884,26,2,4,1374.102259613711,939.8575275630922
434,123234297,14,2,3,926.0185479597227,1128.5244003712016
435,123234297,26,2,4,1333.820029253395,1169.230342881037
436,123234522,14,2,3,948.9086594161104,1162.6672284627366
437,123234522,26,2,4,1331.9174264020528,1209.8605071014201
438,123233072,14,2,3,832.2655050338091,947.0600848439121
439,123233072,26,2,4,1367.0460163361847,969.1094073426308
440,123233321,14,2,3,852.1176221482297,985.8460786092292
441,123233321,26,2,4,1359.7598232156902,1011.7370969824171
442,123234971,14,2,3,980.9253714872511,1229.0162741777376
443,123234971,26,2,4,1318.0295790488592,1281.941982384699
444,123235017,14,2,3,981.4590379757435,1236.8547767726557
445,123235017,26,2,4,1313.7258157123006,1288.6461917538386
446,123234599,14,2,3,955.1714979896312,1173.0768355045286
447,123234599,26,2,4,1330.7528075220096,1221.8557603417926
448,123233629,14,2,3,877.0915370038264,1026.8741644898994
449,123233629,26,2,4,1355.329930879317,1059.0447185816788
450,123309905,14,2,3,1282.3891646932186,1789.2087599598726
451,123309905,26,2,4,1228.1830212338066,1910.7732954952128
452,123229758,14,2,3,996.1189386591516,1268.812659577247
453,123229758,26,2,4,1306.4308394650316,1322.9587473451863
454,123233388,14,2,3,855.7957842494296,996.468518018563
455,123233388,26,2,4,1356.325695574086,1022.4484546653039
456,123234689,14,2,3,961.8802180826141,1186.1082881757518
457,123234689,26,2,4,1328.3679400562253,1236.2451452446467
458,123308989,14,2,3,1193.8492841219893,1618.5094905946162
459,123308989,26,2,4,1257.948838960827,1720.509868857783
460,123231040,14,2,3,893.0700670164857,1077.3003573851715
461,123231040,26,2,4,1337.8457543039958,1109.1033182758324
462,123234356,14,2,3,936.1817010122774,1135.826716649991
463,123234356,26,2,4,1337.7334876146938,1180.8420393879996
464,47937683,14,2,3,1301.1745193850045,1812.0093977603062
465,47937683,26,2,4,1229.9616649711518,1940.2543813157315
466,123233017,14,2,3,835.7476491780347,936.1858412993256
467,123233017,26,2,4,1376.5094887960859,962.1199887183851
468,123233075,14,2,3,842.3158004381876,942.4355329613348
469,123233075,26,2,4,1378.0970413088955,970.8358245765697
470,123233101,14,2,3,847.0813551148397,946.3313685595143
471,123233101,26,2,4,1379.6379388534383,976.6385232941395
472,123233123,14,2,3,841.2290535738772,952.3831982518545
473,123233123,26,2,4,1371.1595427489938,978.3803667136193
474,123233199,14,2,3,847.4701769533906,963.452526446945
475,123233199,26,2,4,1369.5510706191417,990.8630900672083
476,123233221,14,2,3,851.4289897645131,966.2801306864154
