,TIC,Sector,Camera,ccd,colpix,rowpix
789,123361977,26,2,4,1383.4238145760803,1307.0659881407273
790,123362093,14,2,3,1036.5014705638832,1194.6808395545993
791,123362093,26,2,4,1384.5607848763275,1284.9308891093028
792,123362126,14,2,3,1033.8341808913601,1189.3980820295435
793,123362126,26,2,4,1385.5687650908983,1279.1126463733535
794,123362814,14,2,3,981.0130792441305,1088.649741537484
795,123362814,26,2,4,1403.2406754081849,1167.1423037540912
796,123362837,14,2,3,976.4693437700041,1086.2193161420278
797,123362837,26,2,4,1400.9738371070016,1162.6259070606984
798,123362944,14,2,3,964.6280448666763,1072.43222614627
799,123362944,26,2,4,1399.6010707306189,1144.7567280409512
800,123363080,14,2,3,962.2874322716339,1051.7189304343588
801,123363080,26,2,4,1410.2717413348148,1126.4909551033466
802,123363116,14,2,3,959.4575517447535,1047.638686828319
803,123363116,26,2,4,1410.4223423599117,1121.5789166142324
804,123363415,14,2,3,931.637122115729,1008.4940222956833
805,123363415,26,2,4,1411.3263334039498,1074.1078842791082
806,123363448,14,2,3,936.3219145427607,1000.3954939623574
807,123363448,26,2,4,1420.1161960334964,1070.0619748064867
808,123363611,14,2,3,916.8651807250302,982.1461889370001
809,123363611,26,2,4,1415.2025914853398,1044.363490742796
810,123363782,14,2,3,906.1417054035331,959.7021844011173
811,123363782,26,2,4,1420.042271481062,1020.0610497270335
812,123364217,14,2,3,874.0922476124364,900.7897469086113
813,123364217,26,2,4,1429.5615979220124,954.159646556238
814,123364460,14,2,3,856.670338300659,869.3790308473294
815,123364460,26,2,4,1434.3795378685043,918.8648880344085
816,123364619,14,2,3,851.1789622254324,844.8631145129427
817,123364619,26,2,4,1444.8200744765156,895.7620678403277
818,123364678,14,2,3,845.5056712676567,833.3637741843523
819,123364678,26,2,4,1447.1702031265445,883.2321717949652
820,48030478,14,2,3,1352.0257862682301,1774.4282480477993
821,48030478,26,2,4,1294.5657452649093,1939.0813614879335
822,48030646,14,2,3,1343.3785787863987,1753.2933406855213
823,48030646,26,2,4,1300.1480159690216,1916.790495888485
824,123358719,14,2,3,1318.7719501478475,1722.5600154361703
825,123358719,26,2,4,1298.3173271362177,1877.4153854623355
826,123358775,14,2,3,1318.9935208147658,1710.1674125218658
827,123358775,26,2,4,1305.9739063040486,1867.415862237366
828,123359314,14,2,3,1267.045198150498,1612.3143771333453
829,123359314,26,2,4,1322.0620233722168,1757.4571163533785
830,123359390,14,2,3,1258.932008813722,1601.4935143338985
831,123359390,26,2,4,1321.8886278138475,1743.9457644797187
832,123359519,14,2,3,1248.042783842601,1580.0844015225764
833,123359519,26,2,4,1325.8180981608575,1720.1874613953844
834,123359602,14,2,3,1241.5193242327566,1566.1469576975146
835,123359602,26,2,4,1328.846168930998,1705.0484926594838
836,123361499,14,2,3,1088.93461616835,1278.547838533348
837,123361499,26,2,4,1376.9230078693251,1383.0311360188905
838,123361552,14,2,3,1087.3737711939734,1269.7131576307775
839,123361552,26,2,4,1380.9944989387025,1374.9196757718998
840,123361609,14,2,3,1083.9670075446352,1261.996819521646
841,123361609,26,2,4,1382.8643530260456,1366.6848356013063
842,123361625,14,2,3,1083.7702517907376,1258.4397842461735
843,123361625,26,2,4,1384.8606510453665,1363.6617388821537
844,123362356,14,2,3,1024.6586188093997,1154.71158198159
845,123362356,26,2,4,1399.0714080207404,1245.5768814260748
846,123362373,14,2,3,1025.0425604539275,1151.2687096010386
847,123362373,26,2,4,1401.4806760692832,1242.971366950782
848,123362938,14,2,3,978.3166643448604,1066.2403585852833
849,123362938,26,2,4,1414.6498922292485,1147.2852789481426
850,123362971,14,2,3,977.1932385386248,1061.5541270252627
851,123362971,26,2,4,1416.5753946381442,1142.8215354530664
852,123363153,14,2,3,963.0716131873551,1039.2985033696143
853,123363153,26,2,4,1418.4775277628332,1116.7492117383276
854,123363239,14,2,3,956.2535386233276,1026.730710911797
855,123363239,26,2,4,1420.5078719078936,1102.6720222643894
856,123363416,14,2,3,941.8471971558347,1002.7785154289288
857,123363416,26,2,4,1423.2184229505706,1075.0696910743454
858,123363516,14,2,3,935.3012163623443,989.1561332945173
859,123363516,26,2,4,1426.1209370406652,1060.2870947773883
860,123363551,14,2,3,934.7050506124771,982.3259094830313
861,123363551,26,2,4,1429.7911021662646,1054.3595701346262
862,123363561,14,2,3,936.5142922270214,979.8626383248397
863,123363561,26,2,4,1432.7839009725826,1053.3398392053625
864,123363932,14,2,3,909.087257529175,930.4927930086337
865,123363932,26,2,4,1440.273002606693,997.7420177997474
866,123364044,14,2,3,895.908360677219,917.5608138177616
867,123364044,26,2,4,1437.29976694151,979.8895917490013
868,123364192,14,2,3,884.7439290354944,899.1258445193109
869,123364192,26,2,4,1439.3469911793507,958.6423809374116
870,123364313,14,2,3,876.543385862262,881.6177255539961
871,123364313,26,2,4,1443.2742515642315,939.7880587858082
872,123364393,14,2,3,878.4824560222308,867.8869132989506
873,123364393,26,2,4,1453.2534760347078,929.5918371581475
874,123364431,14,2,3,870.8471876651332,867.7830987761947
875,123364431,26,2,4,1447.025672643134,925.3217725907826
876,123364441,14,2,3,875.4407561011311,863.709727879228
877,123364441,26,2,4,1453.2973366019596,924.4987177453637
878,123364590,14,2,3,863.0816976214576,843.8510625910653
879,123364590,26,2,4,1455.2409872095654,901.4434181840141
880,123408931,14,2,3,894.3302173966578,893.024764900112
881,123408931,26,2,4,1450.9697633633093,958.9042275198855
882,123409066,14,2,3,903.2334685966778,910.633711383644
883,123409066,26,2,4,1447.5627835431326,978.2378062554287
884,123409344,14,2,3,923.6273279227476,949.6288492743184
885,123409344,26,2,4,1440.5897651947785,1021.4419205000889
886,123410849,14,2,3,1036.0954547685687,1162.083833890079
887,123410849,26,2,4,1404.0285043872257,1258.0079757157039
888,123411197,14,2,3,1061.6159283716447,1215.7168351072846
889,123411197,26,2,4,1392.508452683566,1316.2308704170878
890,123413473,14,2,3,1248.6068542145003,1572.2693814462
891,123413473,26,2,4,1331.0065395085078,1714.1206160005527
892,123414196,14,2,3,1311.5751600437718,1692.1115184792031
893,123414196,26,2,4,1310.7282521899228,1848.367319271313
894,336403305,14,2,3,848.2874444072702,814.7965931613663
895,336403305,26,2,4,1460.802706250534,869.5246461540726
896,336403397,14,2,3,855.7362180133018,828.7784536470275
897,336403397,26,2,4,1458.3962958450697,885.0633328471856
898,48030178,14,2,3,1368.5409206254012,1794.7696904466854
899,48030178,26,2,4,1295.9794444987128,1965.304053221105
900,48030315,14,2,3,1366.431017328831,1781.9964445062246
901,48030315,26,2,4,1301.9311187657006,1953.638341555935
902,48030484,14,2,3,1358.3841637353862,1770.6468152837022
903,48030484,26,2,4,1302.1091334451899,1939.6851739456845
904,123408636,14,2,3,877.6503069679035,851.5287828510828
905,123408636,26,2,4,1462.5588900756384,915.7182748965288
906,123408686,14,2,3,879.4054494344599,860.0322837084183
907,123408686,26,2,4,1458.811222777797,923.6554935541659
908,123408713,14,2,3,886.2016160113845,860.8952607603404
909,123408713,26,2,4,1463.8882221232307,928.0893488204124
910,123408729,14,2,3,884.0969041790431,865.4142090463976
911,123408729,26,2,4,1459.3919349441458,930.6421828783755
912,123408731,14,2,3,886.2684597899353,864.5468087706812
913,123408731,26,2,4,1461.7125088266305,931.121561241328
914,123408910,14,2,3,899.2807262036275,886.787108200291
915,123408910,26,2,4,1458.8605583493554,956.5075050232625
916,123408988,14,2,3,899.4966060597179,900.0140843501362
917,123408988,26,2,4,1450.9630069496384,967.474705931175
918,123409103,14,2,3,909.6863384662138,913.5004530146884
919,123409103,26,2,4,1451.1343313314394,984.138189043809
920,123409128,14,2,3,917.6856253394523,913.889479443878
921,123409128,26,2,4,1457.4960010031016,988.8595810378209
922,123409304,14,2,3,929.2293433033753,938.4706505910316
923,123409304,26,2,4,1452.0178140975127,1015.3807369920561
924,123409430,14,2,3,936.0404395786386,960.0368324847325
925,123409430,26,2,4,1444.4806563359377,1036.823903727039
926,123409498,14,2,3,945.1945625634186,967.5316985901577
927,123409498,26,2,4,1447.463039698626,1048.024972257349
928,123409539,14,2,3,949.7888246042157,970.792442541515
929,123409539,26,2,4,1449.2662413589715,1053.2376528005877
930,123409589,14,2,3,943.8480332236628,982.9015020896719
931,123409589,26,2,4,1436.979837498602,1059.883236479758
932,123409663,14,2,3,949.8071539376668,992.3970608633456
933,123409663,26,2,4,1436.107621487989,1070.9625945931812
934,123409722,14,2,3,961.5052299101874,998.2714371497111
935,123409722,26,2,4,1442.180038676599,1082.2518761587546
936,123409746,14,2,3,961.1621955048539,1002.552026702429
937,123409746,26,2,4,1439.2873447676307,1085.571702507036
938,123409945,14,2,3,978.9769254771842,1029.6843162389143
939,123409945,26,2,4,1437.4564089168732,1117.6901070059096
940,123409976,14,2,3,980.4958087383761,1033.2375012869275
941,123409976,26,2,4,1436.54520846813,1121.4459289394258
942,123410060,14,2,3,985.0207540382733,1044.6182278794965
943,123410060,26,2,4,1433.346932852172,1133.2876676827323
944,123410573,14,2,3,1027.7117261632789,1118.904971668217
945,123410573,26,2,4,1423.3684509455304,1217.9446386375894
946,123410633,14,2,3,1023.1206337740181,1131.2431576154627
947,123410633,26,2,4,1412.0704207321548,1225.492779918548
948,123410844,14,2,3,1042.4552378753447,1158.1262100599981
949,123410844,26,2,4,1411.6857616864243,1258.3224662428986
950,123411221,14,2,3,1070.080833623329,1216.3815808100815
951,123411221,26,2,4,1399.094419225422,1321.5257423969356
952,123411257,14,2,3,1076.1292249221265,1220.1487459221942
953,123411257,26,2,4,1401.8021374134316,1328.0075416486495
954,123411298,14,2,3,1079.487063996952,1225.549444764701
955,123411298,26,2,4,1401.2951962008199,1334.317665792927
956,123411325,14,2,3,1074.356810816007,1232.4154048281798
957,123411325,26,2,4,1392.8870864266376,1337.0590174796562
958,123411428,14,2,3,1083.0836998291595,1245.0497232749171
959,123411428,26,2,4,1392.42237751953,1352.310839618568
960,123411446,14,2,3,1082.415052805814,1248.3603182270774
961,123411446,26,2,4,1389.8600768414155,1354.6459727405938
962,123412902,14,2,3,1208.2604101096024,1469.1686009166986
963,123412902,26,2,4,1360.0019674128584,1606.6920497621934
964,123412954,14,2,3,1209.5230696421513,1481.025749120653
965,123412954,26,2,4,1353.868238776649,1617.1151865077911
966,123413018,14,2,3,1212.7491794998496,1493.6189489914866
967,123413018,26,2,4,1348.9149860581067,1629.2607178390017
968,123413121,14,2,3,1219.541575882605,1508.9823963598274
969,123413121,26,2,4,1345.2366321215877,1645.7106887910113
970,123413170,14,2,3,1231.9096911955714,1512.558231920898
971,123413170,26,2,4,1353.304000272821,1655.709806323878
972,123413235,14,2,3,1230.6318505529596,1528.0531797714452
973,123413235,26,2,4,1342.872702568604,1667.6551854829586
974,123413287,14,2,3,1235.2367970204361,1538.213274139972
975,123413287,26,2,4,1340.536848930877,1678.6026207722198
976,123413385,14,2,3,1249.056176878871,1554.2828586140843
977,123413385,26,2,4,1342.2512695183611,1699.6673238688081
978,123413611,14,2,3,1268.0924437872661,1595.0635802463948
979,123413611,26,2,4,1333.3499793689125,1743.9529012203002
980,123413702,14,2,3,1280.0959826974881,1604.56497434278
981,123413702,26,2,4,1337.5425498262875,1758.6277515569689
982,123413737,14,2,3,1276.8700561070052,1611.3753724319513
983,123413737,26,2,4,1330.7568596774456,1762.3413757909975
984,123413993,14,2,3,1302.0128502262157,1655.704832197814
985,123413993,26,2,4,1324.7901811868767,1813.0802249672497
986,123414127,14,2,3,1312.842209298532,1677.4028262910906
987,123414127,26,2,4,1320.6541778112203,1837.0751083466776
988,123414209,14,2,3,1321.6045235712663,1690.9065829268145
989,123414209,26,2,4,1319.757237753107,1853.1814043252486
990,123414251,14,2,3,1319.1251730569966,1700.019440289787
991,123414251,26,2,4,1312.2049426716944,1859.1972644853413
992,123414385,14,2,3,1338.7317569689012,1720.4206086452105
993,123414385,26,2,4,1316.1281785119997,1887.2265968406934
994,123414439,14,2,3,1342.761235012732,1727.8097119642302
995,123414439,26,2,4,1315.0069818928719,1895.6029479999077
996,123414460,14,2,3,1337.8015814289938,1736.3330444774904
997,123414460,26,2,4,1305.7584366614547,1899.6947947010265
998,123414497,14,2,3,1344.949264680244,1740.4315310250092
999,123414497,26,2,4,1309.2045073248764,1907.1896100678882
1000,123414533,14,2,3,1350.3843599953998,1746.9931499925208
1001,123414533,26,2,4,1309.7478859702176,1915.706576593064
1002,48030726,14,2,3,1359.8952609370153,1750.121769255381
1003,48030726,26,2,4,1315.7400441468292,1923.7856530227757
1004,48030918,14,2,3,1375.7452974187138,1768.8612410585445
1005,48030918,26,2,4,1317.5717452260426,1948.318074296104
1006,48030964,14,2,3,1378.1500409808039,1771.8497257218075
1007,48030964,26,2,4,1317.7625178481844,1952.1602356709236
1008,48031100,14,2,3,1377.6569403246863,1786.4107994538617
1009,48031100,26,2,4,1308.570566776925,1963.7770568575804
1010,48031336,14,2,3,1395.5641723148556,1806.9310637539675
1011,48031336,26,2,4,1311.0415998467304,1990.981711966178
1012,48031522,14,2,3,1406.9834775664756,1822.3759526553556
1013,48031522,26,2,4,1311.1990042395362,2010.2684608291527
1014,48031588,14,2,3,1403.5858010949808,1832.3840950387228
1015,48031588,26,2,4,1302.3476266247262,2016.4659963008253
1016,48031736,14,2,3,1416.512738622732,1843.4415108789924
1017,48031736,26,2,4,1306.403096566635,2033.053223313957
1018,48031820,14,2,3,1415.8824669229305,1851.7361326015423
1019,48031820,15,2,2,2090.652907947877,1715.4279076083528
1020,48031820,26,2,4,1300.8809667167066,2039.4644409813673
1021,48031888,14,2,3,1417.7607712554359,1857.5362200301413
1022,48031888,15,2,2,2086.1928860456287,1710.888157658733
1023,48031888,26,2,4,1298.9435179572272,2045.302599684241
1024,123364828,14,2,3,880.3534127785675,831.9758906236166
1025,123364828,26,2,4,1476.7402833472775,901.155721780918
1026,123408674,14,2,3,890.7034387661712,851.9860813840162
1027,123408674,26,2,4,1473.0471119630913,923.2481323036181
1028,123408789,14,2,3,898.1174330007275,867.015419414207
1029,123408789,26,2,4,1469.9795558313226,939.6480395541851
1030,123409339,14,2,3,938.9431579282812,941.0626373401445
1031,123409339,26,2,4,1458.4539593970305,1022.8643042941519
1032,123409600,14,2,3,959.2286202548288,976.527162853772
1033,123409600,26,2,4,1453.562154245678,1063.1601387880107
1034,123409801,14,2,3,971.7320795002415,1008.5800524101724
1035,123409801,26,2,4,1444.3384516872543,1096.369035764625
1036,123409842,14,2,3,976.7268357244079,1012.5204468397459
1037,123409842,26,2,4,1446.0608844598123,1102.36866657555
1038,123410362,14,2,3,1011.7532749065546,1088.3141991877644
1039,123410362,26,2,4,1428.8087760627589,1183.9735876919858
1040,123410392,14,2,3,1015.583897589775,1091.4112783998037
1041,123410392,26,2,4,1430.0871418772203,1188.6462982700834
1042,123410830,14,2,3,1048.5655594996524,1152.8979916150874
1043,123410830,26,2,4,1419.9137342098945,1257.4563733310567
1044,123411124,14,2,3,1071.5164965148892,1196.5674286000794
1045,123411124,26,2,4,1412.3226540986998,1306.0991054100218
1046,123411471,14,2,3,1097.130938776833,1247.2489139998524
1047,123411471,26,2,4,1402.6941557197754,1362.014615906245
1048,123413201,14,2,3,1240.8115592064762,1516.1837336715964
1049,123413201,26,2,4,1358.4777911181,1663.7714699747496
1050,123413433,14,2,3,1259.311726395647,1558.3454495816381
1051,123413433,26,2,4,1348.28218796115,1708.8744287830161
1052,123413658,14,2,3,1281.2275105280294,1596.678153364899
1053,123413658,26,2,4,1343.247165838367,1752.827487172416
1054,351801870,14,2,3,895.0597127468974,839.9333019284686
1055,351801870,26,2,4,1484.0137932501598,915.7448018922507
1056,351801912,14,2,3,893.3234979590596,850.1238871692386
1057,351801912,26,2,4,1476.3481056802866,923.1567396897209
1058,351802147,14,2,3,913.2949633995051,888.0480565820321
1059,351802147,26,2,4,1469.655268873821,965.2438743003567
1060,351802214,14,2,3,919.1727836649294,896.045539777242
1061,351802214,26,2,4,1469.6218843418667,975.0389079544622
1062,351802654,14,2,3,960.0945808692784,963.2470687176046
1063,351802654,26,2,4,1462.382244139146,1052.7453383270295
1064,351803334,14,2,3,1010.0021079271662,1063.4196107761
1065,351803334,26,2,4,1442.5266924178386,1162.5890563767143
1066,351803413,14,2,3,1016.070468527167,1075.4791547854838
1067,351803413,26,2,4,1440.193679989727,1175.855680374549
1068,351803757,14,2,3,1045.8315786222054,1133.4570510550855
1069,351803757,26,2,4,1429.485015989416,1239.9932311516955
1070,351804201,14,2,3,1084.0111933996027,1203.5799951237977
1071,351804201,26,2,4,1418.3891184748807,1318.858838944229
1072,351804676,14,2,3,1121.92779197442,1286.7688528894892
1073,351804676,26,2,4,1399.1938369194427,1408.3629405823096
1074,351804707,14,2,3,1128.214966449137,1292.8299923387513
1075,351804707,26,2,4,1400.7134855916963,1416.8772407276501
1076,351804729,14,2,3,1128.8371167224136,1296.6908424661897
1077,351804729,26,2,4,1398.8835969683407,1420.3911554634126
1078,351897447,14,2,3,1229.355791795274,1486.6996295513063
1079,351897447,26,2,4,1366.8449500505587,1633.0875604764262
1080,351897476,14,2,3,1229.134371184603,1492.8143118559803
1081,351897476,26,2,4,1362.9586983095198,1637.9656031706945
1082,351897743,14,2,3,1259.6965497887193,1542.8894553952557
1083,351897743,26,2,4,1357.9523982955805,1696.4485893547117
1084,351897880,14,2,3,1276.1563449499083,1569.8946433637936
1085,351897880,26,2,4,1355.2460570384587,1727.9980650305079
1086,351898041,14,2,3,1286.4853173905956,1599.5791304256968
1087,351898041,26,2,4,1345.847866660208,1758.226339987433
1088,351898123,14,2,3,1292.230948289445,1614.0692720632358
1089,351898123,26,2,4,1341.8464419218806,1773.3885321266146
1090,351898319,14,2,3,1310.8175308682582,1647.3120554838874
1091,351898319,26,2,4,1337.1519527688831,1811.2982616717723
1092,351898567,14,2,3,1336.2278211356263,1694.0904380638926
1093,351898567,26,2,4,1329.9489101275024,1864.246772479678
1094,351898604,14,2,3,1344.2043722418523,1701.1872770706277
1095,351898604,26,2,4,1332.2745217477266,1874.6703965765962
1096,351898648,14,2,3,1343.8146636978572,1713.7108355270382
1097,351898648,26,2,4,1324.3891768918456,1884.6861666347693
1098,48031612,14,2,3,1414.2812394408727,1830.9395065860397
1099,48031612,26,2,4,1312.0894587541036,2021.5298208024763
1100,48092172,14,2,3,1416.8667892899887,1819.270523802225
1101,48092172,26,2,4,1321.2737255860932,2013.4991563906976
1102,351801773,14,2,3,892.4728719480162,822.7732274714373
1103,351801773,26,2,4,1492.3770632996266,900.2397606087244
1104,351801810,14,2,3,897.2064473404582,827.832270858941
1105,351801810,26,2,4,1493.191520570393,906.9872855542858
1106,351802077,14,2,3,923.1268435034257,868.0455713518635
1107,351802077,26,2,4,1490.0071787916854,954.232156650946
1108,351802114,14,2,3,917.6568031422437,879.2854972872426
1109,351802114,26,2,4,1478.613025992928,960.4512520983338
1110,351802272,14,2,3,933.5312569655724,899.9561590250402
1111,351802272,26,2,4,1479.0932763479461,986.1520557652751
1112,351802304,14,2,3,937.908101527686,903.5108672365768
1113,351802304,26,2,4,1480.537862320291,991.4807200166985
1114,351802319,14,2,3,943.1100782341841,905.0077974788055
1115,351802319,26,2,4,1483.923272141987,995.5761420558234
1116,351802349,14,2,3,936.8841399845398,914.491414595111
1117,351802349,26,2,4,1472.980867063713,999.9282696195803
1118,351802421,14,2,3,944.010722308983,926.1989037121757
1119,351802421,26,2,4,1471.7167005488723,1013.4650461528901
1120,351802789,14,2,3,976.7127193076317,978.0005798555605
1121,351802789,26,2,4,1467.111151250499,1074.044868358915
1122,351802870,14,2,3,984.0552061932761,990.6758543433343
1123,351802870,26,2,4,1465.4443971773055,1088.5124672202708
1124,351802908,14,2,3,988.3694516801206,996.3297645372012
1125,351802908,26,2,4,1465.5608593501188,1095.5430073584682
1126,351803019,14,2,3,994.7284054798072,1012.8517242540819
1127,351803019,26,2,4,1460.736181774624,1112.6257646362426
1128,351803426,14,2,3,1028.7650668624046,1072.1878196076239
1129,351803426,26,2,4,1452.6972870774841,1180.2285998891932
1130,351803465,14,2,3,1028.3765231956347,1079.9621805503366
1131,351803465,26,2,4,1447.6365679197775,1186.3883205322013
1132,351803756,14,2,3,1057.7958254181642,1127.3720336302258
1133,351803756,26,2,4,1443.0864968150315,1241.6940285029266
1134,351803939,14,2,3,1066.5613875660388,1160.6561950570256
1135,351803939,26,2,4,1430.0711537259003,1273.889808242449
1136,351804029,14,2,3,1079.6849777824325,1173.3152987630544
1137,351804029,26,2,4,1433.2238908193638,1291.6239217534637
1138,351804339,14,2,3,1098.387025904819,1223.1492300998902
1139,351804339,26,2,4,1418.3806168139058,1342.9753536556375
1140,351804384,14,2,3,1101.6619618518848,1231.7076484446022
1141,351804384,26,2,4,1415.8863853397766,1351.831234090757
1142,351804474,14,2,3,1112.8689211490157,1245.8594352451785
1143,351804474,26,2,4,1416.5559913318898,1369.7379401738303
1144,351804516,14,2,3,1124.2270918471052,1250.550777458973
1145,351804516,26,2,4,1423.10630053269,1379.9839165041092
1146,351804545,14,2,3,1125.6732550693769,1256.954438515656
1147,351804545,26,2,4,1420.409920286833,1386.047823482187
1148,351805546,14,2,3,1214.9258508501111,1429.898113933734
1149,351805546,26,2,4,1389.3184552165173,1578.3448743046108
1150,351805696,14,2,3,1223.8084803638353,1456.414493883339
1151,351805696,26,2,4,1380.6003604690534,1605.1259611396215
1152,351897443,14,2,3,1238.44892393832,1480.4158836858671
1153,351897443,26,2,4,1378.1839509576637,1633.142327051455
1154,351897785,14,2,3,1267.8531652470456,1548.5496757647138
1155,351897785,26,2,4,1361.2837776497379,1705.761386610196
1156,351897826,14,2,3,1280.123653302807,1552.5129281989314
1157,351897826,26,2,4,1369.055211460783,1716.0519933526314
1158,351897899,14,2,3,1286.114849806519,1568.594014542932
1159,351897899,26,2,4,1364.2869329745592,1732.6583642515002
1160,351898070,14,2,3,1297.739324673183,1598.7177587460358
1161,351898070,26,2,4,1355.694816635921,1764.0011544612246
1162,351898105,14,2,3,1297.4310735883125,1606.9861474008374
1163,351898105,26,2,4,1350.4378628853506,1770.5892651396891
1164,351898306,14,2,3,1318.1268373808978,1640.9887344793117
1165,351898306,26,2,4,1347.03198984092,1810.3452972737891
1166,351898417,14,2,3,1329.5792026364595,1660.696071788545
1167,351898417,26,2,4,1344.614087085255,1833.0850943095552
1168,351898498,14,2,3,1338.8618058103868,1676.8623865464506
1169,351898498,26,2,4,1342.5409018701832,1851.6798956145108
1170,351898514,14,2,3,1344.2465527240806,1679.3387814572104
1171,351898514,26,2,4,1345.510619621111,1856.8227891088918
1172,351898585,14,2,3,1346.010185679594,1695.4821731434847
1173,351898585,26,2,4,1337.2180831925111,1871.0502547671815
1174,351898708,14,2,3,1361.7037796903926,1717.4520976761892
1175,351898708,26,2,4,1336.9627464540506,1898.1196235901004
1176,351898709,14,2,3,1357.8731651579424,1719.5356097957688
1177,351898709,26,2,4,1332.5268878639795,1897.6013159872966
1178,351898785,14,2,3,1370.4271185841528,1733.30289901849
1179,351898785,26,2,4,1334.6259015579865,1916.148886800457
1180,48091994,14,2,3,1440.1688983804809,1845.5536744789854
1181,48091994,15,2,2,2069.8219947782427,1732.1111778450738
1182,48091994,26,2,4,1324.7680135589478,2048.61336133675
1183,48092154,14,2,3,1420.5244711633904,1819.9692624888803
1184,48092154,26,2,4,1323.8889256107545,2016.206597852329
1185,48092579,14,2,3,1391.7999709878238,1743.037138337989
1186,48092579,26,2,4,1346.488370136028,1936.5354320355427
1187,48092591,14,2,3,1382.4375891288487,1745.8827928252194
1188,48092591,26,2,4,1336.995121387294,1933.4183593938833
1189,123414795,14,2,3,919.9058037406752,834.1986687107202
1190,123414795,26,2,4,1508.0619200269932,924.6673242606131
1191,123414886,14,2,3,925.8715176122049,850.609644380831
1192,123414886,26,2,4,1502.9478906176055,941.4233129410494
1193,123414921,14,2,3,926.3006591317289,856.35038269281
1194,123414921,26,2,4,1499.7884652928633,946.3738078564257
1195,123415147,14,2,3,945.7620263692083,883.9149274507573
1196,123415147,26,2,4,1499.019055867753,979.7192317264831
1197,123415148,14,2,3,937.8340956936112,888.1226716023543
1198,123415148,26,2,4,1489.8862199420732,978.8078024569903
1199,123415192,14,2,3,949.2196289703732,891.4551367832014
1200,123415192,26,2,4,1497.266325367813,987.816365625408
1201,123415275,14,2,3,952.9765128492443,902.6001632445001
1202,123415275,26,2,4,1493.5566872291677,999.0391446364476
1203,123415383,14,2,3,960.9284064374359,916.28213382894
1204,123415383,26,2,4,1491.7683517449382,1014.6605073943879
1205,123415583,14,2,3,978.7335269002946,944.1514411989311
1206,123415583,26,2,4,1489.4636579986827,1047.381078911235
1207,123415750,14,2,3,986.139035464075,969.2158935821019
1208,123415750,26,2,4,1480.2741217795533,1072.0559634411345
1209,123416120,14,2,3,1019.1510163110528,1021.4716817206235
1210,123416120,26,2,4,1475.684675398923,1133.2657722673491
1211,123416166,14,2,3,1020.4864522106913,1028.3756153319173
1212,123416166,26,2,4,1472.5752010601063,1139.6743941308719
1213,123416199,14,2,3,1018.7094756500247,1034.8277693833975
1214,123416199,26,2,4,1467.1657245196022,1143.980642293488
1215,123416620,14,2,3,1052.430644689886,1093.6735455233381
1216,123416620,26,2,4,1459.1844314777907,1211.0559638259367
1217,123416623,14,2,3,1056.0521827874418,1092.385243705966
1218,123416623,26,2,4,1462.9695502748186,1212.0217826645471
1219,123416624,14,2,3,1048.92454536793,1096.1196936455317
1220,123416624,26,2,4,1454.7899696062964,1211.1046214943417
1221,123416642,14,2,3,1047.5108315397683,1100.4437039344275
1222,123416642,26,2,4,1450.9838424661095,1213.8618697112056
1223,123416909,14,2,3,1077.9180570350507,1137.9765647326994
1224,123416909,26,2,4,1453.2852812328713,1261.6543571265613
1225,123417193,14,2,3,1092.2164342206909,1183.1518512443224
1226,123417193,26,2,4,1437.6093953844136,1306.7211534992223
1227,123417316,14,2,3,1107.936881399095,1196.0225790857291
1228,123417316,26,2,4,1442.794151325055,1326.1078934097857
1229,123417352,14,2,3,1104.7109541604466,1204.8260353426983
1230,123417352,26,2,4,1434.7624619895353,1331.5124194066532
1231,123417688,14,2,3,1132.9741446008604,1246.9858049001548
1232,123417688,26,2,4,1432.5207537960769,1381.9943118254237
1233,123417867,14,2,3,1142.4046222338227,1277.6544790413086
1234,123417867,26,2,4,1421.6815161194504,1412.457289435009
1235,123444641,14,2,3,1246.5768405923327,1466.028765149523
1236,123444641,26,2,4,1393.6449490234654,1626.008558448416
1237,123444643,14,2,3,1243.941743458061,1468.4303175312482
1238,123444643,26,2,4,1390.0030278284426,1626.4686689931746
1239,123444754,14,2,3,1250.0496476028086,1485.043815723677
1240,123444754,26,2,4,1384.9950775906807,1643.56810782474
1241,123444772,14,2,3,1257.3755471829588,1484.753142014515
1242,123444772,26,2,4,1391.2473923885752,1647.523621003016
1243,123444868,14,2,3,1266.0379660733083,1501.0032889530532
1244,123444868,26,2,4,1388.581222023949,1665.7946016866445
1245,123444888,14,2,3,1263.6185991450704,1506.2323645694455
1246,123444888,26,2,4,1383.4045152688027,1668.6901208035945
1247,123444931,14,2,3,1263.6731828079933,1515.4407448206134
1248,123444931,26,2,4,1377.8695903392454,1676.2612546285318
1249,123445309,14,2,3,1298.7312090980627,1572.5350007170493
1250,123445309,26,2,4,1372.3650054557602,1743.1421296652445
1251,123445342,14,2,3,1298.880128572743,1579.2559244349702
1252,123445342,26,2,4,1368.419121891545,1748.7296679703043
1253,123445543,14,2,3,1313.150480905585,1613.1245349005605
1254,123445543,26,2,4,1359.7581632587464,1784.6730760841888
1255,123445743,14,2,3,1334.2536240833297,1642.8457610760152
1256,123445743,26,2,4,1359.2862005296163,1821.1810665569406
1257,123445784,14,2,3,1339.7475094470599,1647.7105975385966
1258,123445784,26,2,4,1360.9031586302353,1828.3386814076357
